Subject_ID,Total_PSDs,Mayer_Wave_PSDs,Segments_ID
38,208,76,"[('segment_1', 'Session_04'), ('segment_1', 'Session_13'), ('segment_1', 'Session_22'), ('segment_1', 'Session_24'), ('segment_1', 'Session_31'), ('segment_1', 'Session_41'), ('segment_5', 'Session_04'), ('segment_5', 'Session_07'), ('segment_5', 'Session_23'), ('segment_5', 'Session_27'), ('segment_5', 'Session_29'), ('segment_5', 'Session_31'), ('segment_6', 'Session_01'), ('segment_6', 'Session_03'), ('segment_6', 'Session_07'), ('segment_6', 'Session_32'), ('segment_6', 'Session_41'), ('segment_6', 'Session_42'), ('segment_6', 'Session_48'), ('segment_7', 'Session_04'), ('segment_7', 'Session_05'), ('segment_7', 'Session_06'), ('segment_7', 'Session_07'), ('segment_7', 'Session_18'), ('segment_7', 'Session_35'), ('segment_7', 'Session_38'), ('segment_10', 'Session_03'), ('segment_10', 'Session_04'), ('segment_10', 'Session_08'), ('segment_10', 'Session_41'), ('segment_12', 'Session_07'), ('segment_12', 'Session_43'), ('segment_13', 'Session_01'), ('segment_13', 'Session_04'), ('segment_13', 'Session_22'), ('segment_13', 'Session_31'), ('segment_13', 'Session_32'), ('segment_8', 'Session_06'), ('segment_8', 'Session_18'), ('segment_8', 'Session_24'), ('segment_8', 'Session_40'), ('segment_11', 'Session_04'), ('segment_11', 'Session_06'), ('segment_11', 'Session_18'), ('segment_11', 'Session_31'), ('segment_11', 'Session_43'), ('segment_0', 'Session_04'), ('segment_0', 'Session_09'), ('segment_0', 'Session_27'), ('segment_0', 'Session_41'), ('segment_0', 'Session_48'), ('segment_2', 'Session_04'), ('segment_2', 'Session_05'), ('segment_2', 'Session_10'), ('segment_2', 'Session_22'), ('segment_2', 'Session_31'), ('segment_3', 'Session_04'), ('segment_3', 'Session_07'), ('segment_3', 'Session_08'), ('segment_3', 'Session_24'), ('segment_3', 'Session_31'), ('segment_3', 'Session_35'), ('segment_3', 'Session_40'), ('segment_3', 'Session_49'), ('segment_9', 'Session_11'), ('segment_9', 'Session_24'), ('segment_9', 'Session_43'), ('segment_4', 'Session_09'), ('segment_4', 'Session_14'), ('segment_4', 'Session_18'), ('segment_4', 'Session_23'), ('segment_4', 'Session_24'), ('segment_4', 'Session_31'), ('segment_4', 'Session_34'), ('segment_4', 'Session_35'), ('segment_4', 'Session_42')]"
39,263,162,"[('segment_7', 'Session_07'), ('segment_7', 'Session_21'), ('segment_7', 'Session_24'), ('segment_7', 'Session_25'), ('segment_7', 'Session_26'), ('segment_7', 'Session_38'), ('segment_7', 'Session_44'), ('segment_3', 'Session_01'), ('segment_3', 'Session_04'), ('segment_3', 'Session_06'), ('segment_3', 'Session_07'), ('segment_3', 'Session_09'), ('segment_3', 'Session_12'), ('segment_3', 'Session_16'), ('segment_3', 'Session_17'), ('segment_3', 'Session_28'), ('segment_3', 'Session_30'), ('segment_3', 'Session_35'), ('segment_3', 'Session_36'), ('segment_3', 'Session_39'), ('segment_3', 'Session_45'), ('segment_11', 'Session_06'), ('segment_11', 'Session_07'), ('segment_11', 'Session_26'), ('segment_11', 'Session_28'), ('segment_11', 'Session_29'), ('segment_11', 'Session_39'), ('segment_11', 'Session_43'), ('segment_11', 'Session_45'), ('segment_8', 'Session_02'), ('segment_8', 'Session_07'), ('segment_8', 'Session_10'), ('segment_8', 'Session_22'), ('segment_8', 'Session_24'), ('segment_8', 'Session_26'), ('segment_8', 'Session_28'), ('segment_8', 'Session_29'), ('segment_8', 'Session_30'), ('segment_8', 'Session_37'), ('segment_8', 'Session_42'), ('segment_8', 'Session_43'), ('segment_8', 'Session_45'), ('segment_8', 'Session_49'), ('segment_9', 'Session_02'), ('segment_9', 'Session_03'), ('segment_9', 'Session_09'), ('segment_9', 'Session_16'), ('segment_9', 'Session_20'), ('segment_9', 'Session_21'), ('segment_9', 'Session_22'), ('segment_9', 'Session_24'), ('segment_9', 'Session_26'), ('segment_9', 'Session_27'), ('segment_9', 'Session_28'), ('segment_9', 'Session_30'), ('segment_9', 'Session_42'), ('segment_9', 'Session_45'), ('segment_9', 'Session_49'), ('segment_0', 'Session_08'), ('segment_0', 'Session_10'), ('segment_0', 'Session_23'), ('segment_0', 'Session_28'), ('segment_0', 'Session_29'), ('segment_0', 'Session_40'), ('segment_0', 'Session_41'), ('segment_0', 'Session_44'), ('segment_2', 'Session_07'), ('segment_2', 'Session_09'), ('segment_2', 'Session_10'), ('segment_2', 'Session_13'), ('segment_2', 'Session_18'), ('segment_2', 'Session_20'), ('segment_2', 'Session_22'), ('segment_2', 'Session_23'), ('segment_2', 'Session_28'), ('segment_2', 'Session_30'), ('segment_2', 'Session_35'), ('segment_2', 'Session_43'), ('segment_2', 'Session_44'), ('segment_2', 'Session_48'), ('segment_12', 'Session_04'), ('segment_12', 'Session_06'), ('segment_12', 'Session_08'), ('segment_12', 'Session_09'), ('segment_12', 'Session_15'), ('segment_12', 'Session_17'), ('segment_12', 'Session_21'), ('segment_12', 'Session_30'), ('segment_12', 'Session_35'), ('segment_12', 'Session_38'), ('segment_12', 'Session_39'), ('segment_12', 'Session_43'), ('segment_12', 'Session_45'), ('segment_12', 'Session_46'), ('segment_12', 'Session_47'), ('segment_13', 'Session_04'), ('segment_13', 'Session_07'), ('segment_13', 'Session_08'), ('segment_13', 'Session_17'), ('segment_13', 'Session_20'), ('segment_13', 'Session_23'), ('segment_13', 'Session_27'), ('segment_13', 'Session_34'), ('segment_13', 'Session_35'), ('segment_13', 'Session_39'), ('segment_13', 'Session_40'), ('segment_13', 'Session_43'), ('segment_13', 'Session_45'), ('segment_13', 'Session_46'), ('segment_1', 'Session_06'), ('segment_1', 'Session_07'), ('segment_1', 'Session_10'), ('segment_1', 'Session_11'), ('segment_1', 'Session_16'), ('segment_1', 'Session_20'), ('segment_1', 'Session_28'), ('segment_1', 'Session_35'), ('segment_1', 'Session_44'), ('segment_1', 'Session_46'), ('segment_1', 'Session_48'), ('segment_4', 'Session_06'), ('segment_4', 'Session_13'), ('segment_4', 'Session_16'), ('segment_4', 'Session_18'), ('segment_4', 'Session_22'), ('segment_4', 'Session_23'), ('segment_4', 'Session_27'), ('segment_4', 'Session_30'), ('segment_4', 'Session_34'), ('segment_4', 'Session_39'), ('segment_4', 'Session_40'), ('segment_4', 'Session_42'), ('segment_4', 'Session_45'), ('segment_4', 'Session_48'), ('segment_5', 'Session_13'), ('segment_5', 'Session_15'), ('segment_5', 'Session_17'), ('segment_5', 'Session_21'), ('segment_5', 'Session_22'), ('segment_5', 'Session_24'), ('segment_5', 'Session_26'), ('segment_5', 'Session_28'), ('segment_5', 'Session_34'), ('segment_5', 'Session_39'), ('segment_5', 'Session_42'), ('segment_5', 'Session_49'), ('segment_6', 'Session_06'), ('segment_6', 'Session_13'), ('segment_6', 'Session_16'), ('segment_6', 'Session_21'), ('segment_6', 'Session_24'), ('segment_6', 'Session_25'), ('segment_6', 'Session_26'), ('segment_6', 'Session_30'), ('segment_6', 'Session_34'), ('segment_6', 'Session_48'), ('segment_6', 'Session_49'), ('segment_10', 'Session_06'), ('segment_10', 'Session_28'), ('segment_10', 'Session_38'), ('segment_10', 'Session_42'), ('segment_10', 'Session_45')]"
40,24,18,"[('segment_9', 'Session_11'), ('segment_9', 'Session_20'), ('segment_10', 'Session_11'), ('segment_11', 'Session_11'), ('segment_11', 'Session_30'), ('segment_11', 'Session_44'), ('segment_12', 'Session_11'), ('segment_13', 'Session_20'), ('segment_13', 'Session_30'), ('segment_1', 'Session_22'), ('segment_1', 'Session_23'), ('segment_1', 'Session_42'), ('segment_3', 'Session_23'), ('segment_3', 'Session_35'), ('segment_5', 'Session_30'), ('segment_5', 'Session_42'), ('segment_0', 'Session_35'), ('segment_6', 'Session_42')]"
41,170,110,"[('segment_3', 'Session_01'), ('segment_3', 'Session_12'), ('segment_3', 'Session_15'), ('segment_3', 'Session_22'), ('segment_3', 'Session_23'), ('segment_3', 'Session_24'), ('segment_3', 'Session_29'), ('segment_3', 'Session_30'), ('segment_3', 'Session_38'), ('segment_3', 'Session_44'), ('segment_4', 'Session_01'), ('segment_4', 'Session_05'), ('segment_4', 'Session_15'), ('segment_4', 'Session_20'), ('segment_4', 'Session_21'), ('segment_4', 'Session_22'), ('segment_4', 'Session_24'), ('segment_4', 'Session_26'), ('segment_4', 'Session_29'), ('segment_4', 'Session_30'), ('segment_4', 'Session_44'), ('segment_5', 'Session_01'), ('segment_5', 'Session_05'), ('segment_5', 'Session_15'), ('segment_5', 'Session_32'), ('segment_5', 'Session_37'), ('segment_5', 'Session_39'), ('segment_5', 'Session_44'), ('segment_5', 'Session_45'), ('segment_0', 'Session_04'), ('segment_0', 'Session_16'), ('segment_0', 'Session_17'), ('segment_0', 'Session_38'), ('segment_0', 'Session_44'), ('segment_6', 'Session_04'), ('segment_6', 'Session_05'), ('segment_6', 'Session_17'), ('segment_6', 'Session_20'), ('segment_6', 'Session_37'), ('segment_6', 'Session_38'), ('segment_6', 'Session_45'), ('segment_8', 'Session_12'), ('segment_8', 'Session_15'), ('segment_8', 'Session_17'), ('segment_8', 'Session_26'), ('segment_8', 'Session_32'), ('segment_8', 'Session_37'), ('segment_8', 'Session_38'), ('segment_8', 'Session_41'), ('segment_8', 'Session_46'), ('segment_9', 'Session_04'), ('segment_9', 'Session_15'), ('segment_9', 'Session_18'), ('segment_9', 'Session_23'), ('segment_9', 'Session_26'), ('segment_9', 'Session_29'), ('segment_9', 'Session_32'), ('segment_9', 'Session_37'), ('segment_9', 'Session_44'), ('segment_9', 'Session_45'), ('segment_9', 'Session_46'), ('segment_10', 'Session_04'), ('segment_10', 'Session_15'), ('segment_10', 'Session_23'), ('segment_10', 'Session_32'), ('segment_10', 'Session_37'), ('segment_10', 'Session_44'), ('segment_10', 'Session_46'), ('segment_11', 'Session_04'), ('segment_11', 'Session_14'), ('segment_11', 'Session_17'), ('segment_11', 'Session_20'), ('segment_11', 'Session_23'), ('segment_11', 'Session_24'), ('segment_11', 'Session_26'), ('segment_11', 'Session_37'), ('segment_11', 'Session_46'), ('segment_11', 'Session_47'), ('segment_12', 'Session_04'), ('segment_12', 'Session_17'), ('segment_12', 'Session_20'), ('segment_12', 'Session_23'), ('segment_12', 'Session_25'), ('segment_12', 'Session_26'), ('segment_13', 'Session_04'), ('segment_13', 'Session_10'), ('segment_13', 'Session_14'), ('segment_13', 'Session_17'), ('segment_13', 'Session_20'), ('segment_13', 'Session_21'), ('segment_1', 'Session_15'), ('segment_1', 'Session_17'), ('segment_1', 'Session_22'), ('segment_1', 'Session_30'), ('segment_1', 'Session_47'), ('segment_7', 'Session_15'), ('segment_7', 'Session_17'), ('segment_7', 'Session_25'), ('segment_7', 'Session_26'), ('segment_7', 'Session_32'), ('segment_7', 'Session_37'), ('segment_7', 'Session_38'), ('segment_7', 'Session_39'), ('segment_7', 'Session_45'), ('segment_2', 'Session_20'), ('segment_2', 'Session_21'), ('segment_2', 'Session_22'), ('segment_2', 'Session_30'), ('segment_2', 'Session_44'), ('segment_2', 'Session_47')]"
42,113,88,"[('segment_2', 'Session_13'), ('segment_2', 'Session_14'), ('segment_2', 'Session_21'), ('segment_2', 'Session_40'), ('segment_2', 'Session_43'), ('segment_4', 'Session_05'), ('segment_4', 'Session_06'), ('segment_4', 'Session_19'), ('segment_4', 'Session_20'), ('segment_4', 'Session_21'), ('segment_4', 'Session_26'), ('segment_7', 'Session_00'), ('segment_7', 'Session_05'), ('segment_7', 'Session_06'), ('segment_7', 'Session_12'), ('segment_7', 'Session_13'), ('segment_7', 'Session_14'), ('segment_7', 'Session_19'), ('segment_7', 'Session_24'), ('segment_7', 'Session_37'), ('segment_7', 'Session_40'), ('segment_7', 'Session_47'), ('segment_8', 'Session_05'), ('segment_8', 'Session_06'), ('segment_8', 'Session_12'), ('segment_8', 'Session_13'), ('segment_8', 'Session_14'), ('segment_8', 'Session_40'), ('segment_8', 'Session_47'), ('segment_12', 'Session_00'), ('segment_12', 'Session_06'), ('segment_12', 'Session_10'), ('segment_12', 'Session_14'), ('segment_12', 'Session_19'), ('segment_12', 'Session_21'), ('segment_12', 'Session_27'), ('segment_12', 'Session_37'), ('segment_12', 'Session_40'), ('segment_12', 'Session_47'), ('segment_13', 'Session_00'), ('segment_13', 'Session_27'), ('segment_13', 'Session_43'), ('segment_0', 'Session_05'), ('segment_0', 'Session_06'), ('segment_0', 'Session_14'), ('segment_0', 'Session_19'), ('segment_0', 'Session_21'), ('segment_0', 'Session_26'), ('segment_0', 'Session_43'), ('segment_1', 'Session_05'), ('segment_1', 'Session_06'), ('segment_1', 'Session_12'), ('segment_1', 'Session_13'), ('segment_1', 'Session_20'), ('segment_1', 'Session_21'), ('segment_1', 'Session_34'), ('segment_1', 'Session_47'), ('segment_5', 'Session_06'), ('segment_5', 'Session_10'), ('segment_5', 'Session_14'), ('segment_5', 'Session_19'), ('segment_5', 'Session_20'), ('segment_5', 'Session_26'), ('segment_6', 'Session_06'), ('segment_6', 'Session_13'), ('segment_6', 'Session_14'), ('segment_6', 'Session_19'), ('segment_6', 'Session_20'), ('segment_6', 'Session_27'), ('segment_6', 'Session_47'), ('segment_3', 'Session_14'), ('segment_3', 'Session_20'), ('segment_3', 'Session_21'), ('segment_3', 'Session_34'), ('segment_3', 'Session_47'), ('segment_9', 'Session_10'), ('segment_9', 'Session_43'), ('segment_9', 'Session_47'), ('segment_10', 'Session_13'), ('segment_10', 'Session_14'), ('segment_10', 'Session_21'), ('segment_10', 'Session_47'), ('segment_11', 'Session_14'), ('segment_11', 'Session_19'), ('segment_11', 'Session_21'), ('segment_11', 'Session_40'), ('segment_11', 'Session_43'), ('segment_11', 'Session_47')]"
43,54,18,"[('segment_3', 'Session_32'), ('segment_5', 'Session_14'), ('segment_9', 'Session_32'), ('segment_10', 'Session_11'), ('segment_10', 'Session_14'), ('segment_10', 'Session_33'), ('segment_11', 'Session_42'), ('segment_4', 'Session_32'), ('segment_6', 'Session_14'), ('segment_6', 'Session_16'), ('segment_6', 'Session_28'), ('segment_6', 'Session_49'), ('segment_13', 'Session_33'), ('segment_13', 'Session_44'), ('segment_7', 'Session_16'), ('segment_8', 'Session_32'), ('segment_2', 'Session_27'), ('segment_12', 'Session_33')]"
44,42,10,"[('segment_6', 'Session_06'), ('segment_13', 'Session_10'), ('segment_2', 'Session_43'), ('segment_9', 'Session_16'), ('segment_9', 'Session_23'), ('segment_8', 'Session_22'), ('segment_8', 'Session_40'), ('segment_12', 'Session_22'), ('segment_5', 'Session_23'), ('segment_7', 'Session_26')]"
45,230,68,"[('segment_11', 'Session_01'), ('segment_11', 'Session_10'), ('segment_11', 'Session_16'), ('segment_12', 'Session_05'), ('segment_12', 'Session_10'), ('segment_12', 'Session_11'), ('segment_12', 'Session_16'), ('segment_12', 'Session_37'), ('segment_1', 'Session_02'), ('segment_1', 'Session_05'), ('segment_1', 'Session_17'), ('segment_1', 'Session_19'), ('segment_1', 'Session_29'), ('segment_1', 'Session_35'), ('segment_1', 'Session_49'), ('segment_2', 'Session_09'), ('segment_2', 'Session_47'), ('segment_3', 'Session_15'), ('segment_3', 'Session_16'), ('segment_3', 'Session_21'), ('segment_3', 'Session_23'), ('segment_3', 'Session_30'), ('segment_3', 'Session_44'), ('segment_0', 'Session_09'), ('segment_8', 'Session_07'), ('segment_8', 'Session_19'), ('segment_8', 'Session_20'), ('segment_8', 'Session_23'), ('segment_8', 'Session_32'), ('segment_8', 'Session_35'), ('segment_8', 'Session_44'), ('segment_10', 'Session_06'), ('segment_10', 'Session_16'), ('segment_10', 'Session_19'), ('segment_10', 'Session_37'), ('segment_4', 'Session_17'), ('segment_4', 'Session_20'), ('segment_5', 'Session_04'), ('segment_5', 'Session_07'), ('segment_5', 'Session_15'), ('segment_5', 'Session_17'), ('segment_5', 'Session_20'), ('segment_5', 'Session_30'), ('segment_5', 'Session_35'), ('segment_6', 'Session_04'), ('segment_6', 'Session_05'), ('segment_6', 'Session_06'), ('segment_6', 'Session_07'), ('segment_6', 'Session_19'), ('segment_6', 'Session_20'), ('segment_6', 'Session_23'), ('segment_6', 'Session_36'), ('segment_13', 'Session_05'), ('segment_13', 'Session_06'), ('segment_13', 'Session_07'), ('segment_13', 'Session_09'), ('segment_13', 'Session_11'), ('segment_13', 'Session_14'), ('segment_13', 'Session_19'), ('segment_13', 'Session_32'), ('segment_13', 'Session_35'), ('segment_9', 'Session_09'), ('segment_9', 'Session_25'), ('segment_9', 'Session_31'), ('segment_9', 'Session_43'), ('segment_7', 'Session_20'), ('segment_7', 'Session_36'), ('segment_7', 'Session_44')]"
46,38,29,"[('segment_0', 'Session_01'), ('segment_0', 'Session_14'), ('segment_0', 'Session_18'), ('segment_2', 'Session_01'), ('segment_5', 'Session_01'), ('segment_8', 'Session_01'), ('segment_8', 'Session_05'), ('segment_8', 'Session_18'), ('segment_10', 'Session_01'), ('segment_10', 'Session_05'), ('segment_10', 'Session_17'), ('segment_10', 'Session_18'), ('segment_13', 'Session_01'), ('segment_13', 'Session_05'), ('segment_13', 'Session_17'), ('segment_13', 'Session_18'), ('segment_11', 'Session_17'), ('segment_11', 'Session_18'), ('segment_1', 'Session_12'), ('segment_1', 'Session_14'), ('segment_9', 'Session_14'), ('segment_9', 'Session_16'), ('segment_9', 'Session_18'), ('segment_7', 'Session_16'), ('segment_7', 'Session_17'), ('segment_7', 'Session_18'), ('segment_7', 'Session_27'), ('segment_3', 'Session_18'), ('segment_12', 'Session_44')]"
47,150,101,"[('segment_7', 'Session_03'), ('segment_7', 'Session_06'), ('segment_7', 'Session_07'), ('segment_7', 'Session_08'), ('segment_7', 'Session_16'), ('segment_7', 'Session_17'), ('segment_7', 'Session_22'), ('segment_7', 'Session_23'), ('segment_7', 'Session_32'), ('segment_7', 'Session_35'), ('segment_8', 'Session_05'), ('segment_8', 'Session_06'), ('segment_8', 'Session_07'), ('segment_8', 'Session_15'), ('segment_8', 'Session_17'), ('segment_8', 'Session_22'), ('segment_9', 'Session_03'), ('segment_9', 'Session_04'), ('segment_9', 'Session_05'), ('segment_9', 'Session_08'), ('segment_9', 'Session_17'), ('segment_9', 'Session_32'), ('segment_9', 'Session_39'), ('segment_9', 'Session_49'), ('segment_11', 'Session_03'), ('segment_11', 'Session_08'), ('segment_11', 'Session_15'), ('segment_11', 'Session_17'), ('segment_11', 'Session_22'), ('segment_11', 'Session_23'), ('segment_11', 'Session_39'), ('segment_11', 'Session_49'), ('segment_12', 'Session_03'), ('segment_12', 'Session_08'), ('segment_12', 'Session_15'), ('segment_12', 'Session_16'), ('segment_12', 'Session_17'), ('segment_12', 'Session_23'), ('segment_12', 'Session_32'), ('segment_12', 'Session_39'), ('segment_0', 'Session_06'), ('segment_0', 'Session_07'), ('segment_0', 'Session_08'), ('segment_0', 'Session_15'), ('segment_0', 'Session_22'), ('segment_0', 'Session_24'), ('segment_0', 'Session_39'), ('segment_0', 'Session_49'), ('segment_2', 'Session_04'), ('segment_2', 'Session_15'), ('segment_2', 'Session_24'), ('segment_2', 'Session_36'), ('segment_2', 'Session_39'), ('segment_2', 'Session_49'), ('segment_3', 'Session_05'), ('segment_3', 'Session_22'), ('segment_3', 'Session_23'), ('segment_3', 'Session_34'), ('segment_3', 'Session_36'), ('segment_3', 'Session_39'), ('segment_3', 'Session_49'), ('segment_4', 'Session_06'), ('segment_4', 'Session_15'), ('segment_4', 'Session_16'), ('segment_4', 'Session_22'), ('segment_4', 'Session_24'), ('segment_4', 'Session_33'), ('segment_4', 'Session_35'), ('segment_4', 'Session_36'), ('segment_5', 'Session_05'), ('segment_5', 'Session_06'), ('segment_5', 'Session_07'), ('segment_5', 'Session_08'), ('segment_5', 'Session_16'), ('segment_5', 'Session_35'), ('segment_6', 'Session_06'), ('segment_6', 'Session_07'), ('segment_6', 'Session_08'), ('segment_6', 'Session_16'), ('segment_6', 'Session_22'), ('segment_6', 'Session_23'), ('segment_6', 'Session_35'), ('segment_6', 'Session_36'), ('segment_6', 'Session_39'), ('segment_6', 'Session_49'), ('segment_10', 'Session_05'), ('segment_10', 'Session_06'), ('segment_10', 'Session_08'), ('segment_10', 'Session_11'), ('segment_10', 'Session_17'), ('segment_10', 'Session_22'), ('segment_10', 'Session_23'), ('segment_10', 'Session_49'), ('segment_1', 'Session_07'), ('segment_1', 'Session_08'), ('segment_1', 'Session_22'), ('segment_1', 'Session_24'), ('segment_1', 'Session_39'), ('segment_13', 'Session_06'), ('segment_13', 'Session_08'), ('segment_13', 'Session_16')]"
48,262,123,"[('segment_5', 'Session_16'), ('segment_5', 'Session_23'), ('segment_5', 'Session_32'), ('segment_5', 'Session_37'), ('segment_5', 'Session_39'), ('segment_5', 'Session_40'), ('segment_5', 'Session_42'), ('segment_2', 'Session_03'), ('segment_2', 'Session_04'), ('segment_2', 'Session_17'), ('segment_2', 'Session_31'), ('segment_2', 'Session_33'), ('segment_2', 'Session_34'), ('segment_2', 'Session_36'), ('segment_2', 'Session_42'), ('segment_2', 'Session_45'), ('segment_6', 'Session_03'), ('segment_6', 'Session_06'), ('segment_6', 'Session_07'), ('segment_6', 'Session_08'), ('segment_6', 'Session_09'), ('segment_6', 'Session_13'), ('segment_6', 'Session_20'), ('segment_6', 'Session_25'), ('segment_6', 'Session_37'), ('segment_6', 'Session_48'), ('segment_7', 'Session_03'), ('segment_7', 'Session_04'), ('segment_7', 'Session_17'), ('segment_7', 'Session_18'), ('segment_7', 'Session_23'), ('segment_7', 'Session_24'), ('segment_7', 'Session_25'), ('segment_7', 'Session_32'), ('segment_7', 'Session_48'), ('segment_11', 'Session_06'), ('segment_11', 'Session_07'), ('segment_11', 'Session_15'), ('segment_11', 'Session_16'), ('segment_11', 'Session_17'), ('segment_11', 'Session_22'), ('segment_11', 'Session_31'), ('segment_11', 'Session_36'), ('segment_11', 'Session_41'), ('segment_11', 'Session_48'), ('segment_12', 'Session_04'), ('segment_12', 'Session_07'), ('segment_12', 'Session_08'), ('segment_12', 'Session_15'), ('segment_12', 'Session_17'), ('segment_12', 'Session_23'), ('segment_12', 'Session_24'), ('segment_12', 'Session_25'), ('segment_12', 'Session_36'), ('segment_12', 'Session_39'), ('segment_12', 'Session_41'), ('segment_12', 'Session_48'), ('segment_13', 'Session_05'), ('segment_13', 'Session_14'), ('segment_13', 'Session_18'), ('segment_13', 'Session_23'), ('segment_13', 'Session_31'), ('segment_13', 'Session_32'), ('segment_13', 'Session_36'), ('segment_13', 'Session_39'), ('segment_13', 'Session_41'), ('segment_1', 'Session_09'), ('segment_1', 'Session_15'), ('segment_1', 'Session_16'), ('segment_1', 'Session_18'), ('segment_1', 'Session_22'), ('segment_1', 'Session_27'), ('segment_1', 'Session_31'), ('segment_1', 'Session_33'), ('segment_1', 'Session_36'), ('segment_1', 'Session_42'), ('segment_4', 'Session_25'), ('segment_4', 'Session_31'), ('segment_4', 'Session_35'), ('segment_4', 'Session_37'), ('segment_4', 'Session_41'), ('segment_8', 'Session_04'), ('segment_8', 'Session_07'), ('segment_8', 'Session_13'), ('segment_8', 'Session_16'), ('segment_8', 'Session_17'), ('segment_8', 'Session_18'), ('segment_8', 'Session_23'), ('segment_8', 'Session_40'), ('segment_8', 'Session_41'), ('segment_8', 'Session_48'), ('segment_9', 'Session_08'), ('segment_9', 'Session_15'), ('segment_9', 'Session_17'), ('segment_9', 'Session_23'), ('segment_9', 'Session_24'), ('segment_9', 'Session_41'), ('segment_10', 'Session_15'), ('segment_10', 'Session_16'), ('segment_10', 'Session_23'), ('segment_10', 'Session_39'), ('segment_10', 'Session_42'), ('segment_10', 'Session_48'), ('segment_0', 'Session_06'), ('segment_0', 'Session_07'), ('segment_0', 'Session_16'), ('segment_0', 'Session_17'), ('segment_0', 'Session_18'), ('segment_0', 'Session_31'), ('segment_0', 'Session_32'), ('segment_0', 'Session_35'), ('segment_0', 'Session_42'), ('segment_0', 'Session_48'), ('segment_3', 'Session_09'), ('segment_3', 'Session_15'), ('segment_3', 'Session_16'), ('segment_3', 'Session_17'), ('segment_3', 'Session_18'), ('segment_3', 'Session_24'), ('segment_3', 'Session_32'), ('segment_3', 'Session_39'), ('segment_3', 'Session_41'), ('segment_3', 'Session_42')]"
